2950,6249,7453,7259,4223,2300,2502,2502
0,0,0,0,0,0,0,0
1045,530,311,802,35,79,0,8
0,0,0,0,254,0,0,0
1263,3010,2492,4477,3354,3056,2695,2476
474,1817,1756,1817,0,0,474,474
738,1063,1063,1063,1371,1562,0,0
8179,3417,3920,3522,3065,6127,10110,11199
4433,9502,11469,9686,17546,11435,2878,702
18712,4319,2453,1615,5593,11672,19152,20450
580,1995,1995,1995,580,580,580,580
482,2089,1008,2009,974,1545,465,465
0,0,0,0,0,0,0,0
413,5278,5349,5024,2274,913,413,413
677,677,677,677,677,677,677,677
